运单号,发货地,收货地,揽收人,揽收人ID,客户名称,供应商名称,货物类型,产品类型,重量,体积,运费金额,结算金额,发货时间,揽收时间,派件时间,签收时间,运单状态,对账人,公里数,发货网点,收货网点,异常类型,风险等级
WLYD2889218,南京浦东新区,上海天河区,张丽,EMP_049,吴强贸易公司,顺丰速运,电子产品,整车,4924kg,4.99m³,812元,1899元,2025-08-23 02:54,2026-03-02 10:52,2025-08-23 02:54,2025-09-05 21:36,已签收,陈伟,1599km,朝阳网点,浦东网点,路线异常,高
WLYD9462321,上海南山区,广州余杭区,刘芳,EMP_032,杨芳贸易公司,顺丰速运,食品,合同物流,3699kg,7.04m³,4489元,1751元,2025-09-16 16:15,2026-12-01 05:10,2025-09-16 16:15,2026-02-06 09:51,已签收,吴伟,1432km,余杭网点,朝阳网点,货物损坏,中
WLYD6098844,南京鼓楼区,南京朝阳区,刘磊,EMP_070,张丽贸易公司,顺丰速运,建材,整车,4094kg,2.94m³,3710元,2334元,2026-05-01 06:23,2026-05-04 23:26,2026-05-01 06:23,2026-12-13 18:38,已签收,杨伟,620km,南山网点,鼓楼网点,超时派送,低
WLYD7956075,南京天河区,上海浦东新区,陈娜,EMP_080,周娜贸易公司,顺丰速运,化工品,零担,3448kg,4.07m³,4995元,4333元,2026-09-15 14:21,2025-12-02 12:21,2026-09-15 14:21,2025-10-12 14:46,派送中,王静,341km,天河网点,余杭网点,路线异常,高
WLYD9106661,上海天河区,杭州朝阳区,吴娜,EMP_092,李敏贸易公司,顺丰速运,建材,合同物流,3862kg,9.72m³,3050元,4697元,2026-06-09 00:06,2025-04-03 09:22,2026-06-09 00:06,2025-02-28 06:07,已退回,刘秀英,656km,朝阳网点,天河网点,路线异常,低
WLYD1791478,杭州鼓楼区,杭州朝阳区,赵敏,EMP_017,王芳贸易公司,顺丰速运,电子产品,零担,4008kg,2.60m³,4005元,3967元,2025-02-08 04:35,2025-03-28 08:11,2025-02-08 04:35,2026-12-01 17:42,已签收,吴磊,1065km,余杭网点,余杭网点,超时派送,中
WLYD5629770,杭州朝阳区,杭州天河区,赵芳,EMP_034,杨丽贸易公司,顺丰速运,电子产品,整车,111kg,2.46m³,575元,195元,2025-12-25 15:30,2026-08-20 04:45,2025-12-25 15:30,2025-12-06 23:47,派送中,王敏,1164km,浦东网点,南山网点,重量异常,高
WLYD2569189,上海朝阳区,广州天河区,陈静,EMP_010,赵秀英贸易公司,顺丰速运,食品,零担,3702kg,1.26m³,1394元,1527元,2026-02-20 01:32,2025-09-20 23:07,2026-02-20 01:32,2025-02-05 15:39,派送中,周洋,1152km,鼓楼网点,天河网点,包装破损,中
WLYD1310223,上海鼓楼区,上海鼓楼区,王磊,EMP_095,李静贸易公司,顺丰速运,化工品,合同物流,1405kg,7.28m³,4198元,4284元,2025-09-21 01:09,2025-02-14 11:33,2025-09-21 01:09,2025-07-22 15:11,派送中,王磊,817km,天河网点,余杭网点,路线异常,中
WLYD4454725,南京余杭区,北京朝阳区,陈娜,EMP_077,李丽贸易公司,顺丰速运,化工品,整车,1728kg,8.27m³,4164元,2124元,2025-04-10 07:57,2026-07-01 12:06,2025-04-10 07:57,2026-03-28 04:20,已签收,李敏,1015km,南山网点,鼓楼网点,重量异常,中
WLYD7583797,杭州朝阳区,南京天河区,黄娜,EMP_039,张娜贸易公司,顺丰速运,电子产品,整车,3220kg,0.61m³,1338元,901元,2025-04-02 00:17,2026-10-08 03:03,2025-04-02 00:17,2026-01-21 04:04,派送中,王洋,185km,南山网点,浦东网点,虚假签收,高
WLYD2057542,南京余杭区,上海浦东新区,黄娜,EMP_084,陈丽贸易公司,顺丰速运,建材,零担,2344kg,1.90m³,4111元,1244元,2026-10-20 20:07,2026-01-10 07:29,2026-10-20 20:07,2026-05-14 19:22,已退回,赵敏,289km,余杭网点,鼓楼网点,包装破损,中
WLYD5153879,杭州余杭区,上海浦东新区,王丽,EMP_027,吴娜贸易公司,顺丰速运,服装,合同物流,4384kg,3.54m³,1057元,3297元,2025-03-23 22:57,2026-10-19 08:26,2025-03-23 22:57,2025-06-19 11:40,已退回,王强,1338km,浦东网点,天河网点,运费异常,低
WLYD9120277,南京浦东新区,南京浦东新区,王敏,EMP_043,刘丽贸易公司,顺丰速运,食品,零担,4340kg,5.37m³,4165元,4569元,2026-01-24 04:20,2026-03-14 08:20,2026-01-24 04:20,2026-03-19 13:21,派送中,黄洋,388km,朝阳网点,天河网点,超时派送,高
WLYD9319899,上海余杭区,广州浦东新区,陈芳,EMP_092,黄芳贸易公司,顺丰速运,建材,合同物流,807kg,0.75m³,3349元,3210元,2026-06-22 14:05,2025-09-16 01:20,2026-06-22 14:05,2026-12-25 03:50,派送中,陈洋,478km,鼓楼网点,鼓楼网点,路线异常,高
WLYD3620195,杭州余杭区,杭州天河区,杨强,EMP_005,赵秀英贸易公司,顺丰速运,食品,整车,4866kg,5.40m³,2676元,3378元,2026-10-25 17:35,2025-04-04 23:15,2026-10-25 17:35,2026-11-04 15:28,已退回,赵娜,622km,朝阳网点,鼓楼网点,超时派送,低
WLYD2476439,上海南山区,杭州天河区,王敏,EMP_098,王敏贸易公司,顺丰速运,建材,零担,1301kg,9.19m³,3231元,3216元,2025-09-12 00:16,2025-03-27 10:36,2025-09-12 00:16,2026-09-04 17:31,派送中,李丽,423km,鼓楼网点,余杭网点,运费异常,中
WLYD7923755,南京浦东新区,杭州鼓楼区,周丽,EMP_049,赵敏贸易公司,顺丰速运,化工品,合同物流,198kg,6.10m³,4847元,342元,2026-03-21 09:27,2025-07-06 10:40,2026-03-21 09:27,2026-10-18 06:47,已退回,周磊,137km,天河网点,浦东网点,路线异常,高
WLYD9543953,广州浦东新区,上海鼓楼区,黄秀英,EMP_015,吴丽贸易公司,顺丰速运,服装,零担,2210kg,5.56m³,4354元,2830元,2026-05-25 15:49,2026-05-05 08:25,2026-05-25 15:49,2025-08-16 05:20,派送中,杨磊,588km,朝阳网点,南山网点,包装破损,高
WLYD2583029,杭州余杭区,深圳鼓楼区,杨丽,EMP_027,刘秀英贸易公司,顺丰速运,服装,合同物流,3401kg,9.02m³,4926元,346元,2026-10-12 20:10,2025-01-09 15:56,2026-10-12 20:10,2026-07-24 21:19,已签收,周洋,127km,南山网点,朝阳网点,未及时签收,中
WLYD5920930,上海南山区,上海余杭区,赵伟,EMP_017,杨伟贸易公司,顺丰速运,电子产品,整车,61kg,5.01m³,911元,4364元,2026-12-21 13:40,2025-06-14 12:01,2026-12-21 13:40,2025-05-01 03:42,已签收,李敏,1083km,浦东网点,南山网点,路线异常,低
WLYD5830509,广州天河区,深圳浦东新区,陈洋,EMP_073,李强贸易公司,顺丰速运,服装,整车,3298kg,1.06m³,2452元,451元,2026-05-02 15:55,2025-03-11 08:38,2026-05-02 15:55,2026-04-07 04:34,已退回,赵伟,1454km,天河网点,鼓楼网点,重量异常,中
WLYD6938926,南京南山区,深圳天河区,赵伟,EMP_022,陈磊贸易公司,顺丰速运,化工品,零担,4794kg,6.23m³,2251元,3363元,2026-01-17 07:09,2026-08-16 15:21,2026-01-17 07:09,2026-12-15 07:22,已退回,黄娜,1005km,余杭网点,天河网点,货物损坏,低
WLYD1585175,南京鼓楼区,深圳朝阳区,陈伟,EMP_004,杨芳贸易公司,顺丰速运,建材,整车,2943kg,5.29m³,214元,2946元,2025-01-23 22:02,2025-06-21 23:13,2025-01-23 22:02,2026-04-06 00:18,已退回,黄洋,995km,浦东网点,浦东网点,虚假签收,中
WLYD1780840,南京朝阳区,广州浦东新区,张丽,EMP_021,李洋贸易公司,顺丰速运,化工品,零担,758kg,2.69m³,1124元,163元,2026-11-27 05:42,2026-08-23 20:16,2026-11-27 05:42,2025-07-17 06:06,已签收,刘娜,637km,南山网点,天河网点,路线异常,中
WLYD9119304,广州天河区,南京朝阳区,赵秀英,EMP_060,黄秀英贸易公司,顺丰速运,电子产品,合同物流,3892kg,3.53m³,2823元,2065元,2026-10-04 15:21,2025-09-27 05:45,2026-10-04 15:21,2026-02-08 21:08,派送中,陈伟,1170km,南山网点,鼓楼网点,包装破损,高
WLYD3471679,上海天河区,广州浦东新区,张丽,EMP_001,刘磊贸易公司,顺丰速运,建材,零担,4535kg,7.34m³,4775元,4119元,2026-11-20 22:46,2026-11-07 07:50,2026-11-20 22:46,2025-04-02 02:23,已退回,赵洋,308km,浦东网点,鼓楼网点,超时派送,低
WLYD1910980,广州天河区,北京天河区,杨芳,EMP_091,王丽贸易公司,顺丰速运,服装,整车,92kg,0.92m³,4560元,2790元,2026-10-20 08:19,2025-11-20 13:56,2026-10-20 08:19,2025-12-15 18:21,派送中,吴芳,1498km,鼓楼网点,朝阳网点,超时派送,低
WLYD7994642,上海余杭区,杭州浦东新区,李洋,EMP_067,王静贸易公司,顺丰速运,电子产品,零担,3270kg,0.20m³,3516元,1956元,2026-11-13 03:07,2025-08-10 04:37,2026-11-13 03:07,2025-12-22 21:44,已退回,吴秀英,1708km,浦东网点,鼓楼网点,未及时签收,高
WLYD7424354,上海浦东新区,南京鼓楼区,张伟,EMP_070,李静贸易公司,顺丰速运,电子产品,整车,1520kg,4.50m³,2444元,1823元,2026-10-06 20:04,2026-11-16 14:00,2026-10-06 20:04,2026-08-09 11:13,已退回,张秀英,920km,朝阳网点,余杭网点,未及时签收,低
WLYD7804054,南京天河区,北京朝阳区,黄强,EMP_045,陈强贸易公司,顺丰速运,化工品,零担,4679kg,8.57m³,4536元,3497元,2026-01-24 14:07,2026-12-01 07:02,2026-01-24 14:07,2026-02-09 11:14,派送中,黄强,303km,鼓楼网点,天河网点,路线异常,高
WLYD3839005,杭州南山区,深圳朝阳区,吴静,EMP_025,吴芳贸易公司,顺丰速运,电子产品,零担,773kg,1.80m³,4952元,1127元,2026-06-25 07:31,2025-05-24 20:57,2026-06-25 07:31,2026-06-16 05:29,已签收,王娜,962km,浦东网点,鼓楼网点,货物损坏,中
WLYD9428786,杭州浦东新区,北京南山区,吴娜,EMP_038,王丽贸易公司,顺丰速运,食品,零担,3488kg,4.59m³,1403元,2031元,2026-12-21 16:19,2025-08-26 11:38,2026-12-21 16:19,2025-02-24 01:03,已退回,王伟,1027km,浦东网点,南山网点,运费异常,高
WLYD1573882,广州朝阳区,北京浦东新区,陈强,EMP_093,杨芳贸易公司,顺丰速运,建材,整车,4755kg,4.93m³,4048元,258元,2025-07-08 20:16,2025-10-24 16:55,2025-07-08 20:16,2026-10-13 16:09,已退回,陈静,450km,天河网点,朝阳网点,未及时签收,中
WLYD8738223,杭州南山区,广州余杭区,陈伟,EMP_018,王秀英贸易公司,顺丰速运,食品,整车,3318kg,0.45m³,1206元,4663元,2026-12-24 15:01,2025-12-11 19:56,2026-12-24 15:01,2026-07-02 16:34,已签收,杨娜,1549km,朝阳网点,浦东网点,路线异常,高
WLYD9696970,深圳鼓楼区,深圳鼓楼区,陈芳,EMP_095,刘静贸易公司,顺丰速运,建材,整车,4202kg,1.77m³,4038元,1866元,2026-12-17 01:31,2026-04-09 12:53,2026-12-17 01:31,2026-03-16 09:15,已签收,杨磊,713km,余杭网点,南山网点,重量异常,高
WLYD2833533,南京浦东新区,深圳朝阳区,杨伟,EMP_039,王伟贸易公司,顺丰速运,食品,整车,3826kg,8.49m³,4719元,4448元,2025-02-04 16:54,2026-03-15 08:01,2025-02-04 16:54,2026-01-20 21:50,派送中,赵静,977km,天河网点,朝阳网点,超时派送,低
WLYD6064696,广州南山区,北京余杭区,刘伟,EMP_089,王磊贸易公司,顺丰速运,食品,零担,1848kg,7.58m³,3858元,2315元,2025-02-09 03:58,2026-09-04 00:23,2025-02-09 03:58,2025-03-04 03:42,已退回,刘强,193km,浦东网点,鼓楼网点,包装破损,高
WLYD7600246,广州鼓楼区,上海天河区,赵磊,EMP_074,周静贸易公司,顺丰速运,服装,合同物流,970kg,6.79m³,1410元,2176元,2025-12-07 22:25,2026-02-11 11:38,2025-12-07 22:25,2025-01-13 11:40,已签收,李强,1251km,南山网点,南山网点,货物损坏,中
WLYD3667063,上海天河区,南京浦东新区,王秀英,EMP_039,王磊贸易公司,顺丰速运,化工品,零担,305kg,9.91m³,2960元,4034元,2025-10-11 12:50,2025-06-26 05:14,2025-10-11 12:50,2025-12-09 02:36,已签收,王秀英,500km,天河网点,余杭网点,运费异常,中
WLYD9286629,南京鼓楼区,上海鼓楼区,赵芳,EMP_034,赵丽贸易公司,顺丰速运,电子产品,整车,3805kg,8.54m³,2555元,631元,2025-07-10 01:29,2025-04-24 21:48,2025-07-10 01:29,2025-09-25 12:32,派送中,吴娜,1833km,南山网点,南山网点,运费异常,中
WLYD9169716,杭州朝阳区,南京朝阳区,周秀英,EMP_049,王静贸易公司,顺丰速运,建材,整车,1431kg,8.97m³,2131元,456元,2025-05-02 10:31,2025-04-04 11:34,2025-05-02 10:31,2025-08-14 10:06,已退回,杨磊,711km,浦东网点,天河网点,重量异常,高
WLYD3955339,上海朝阳区,南京鼓楼区,王洋,EMP_085,杨芳贸易公司,顺丰速运,化工品,零担,235kg,5.01m³,1955元,485元,2025-05-24 02:38,2026-10-18 22:09,2025-05-24 02:38,2025-11-14 04:12,已签收,陈静,1226km,浦东网点,朝阳网点,货物损坏,低
WLYD9198113,北京鼓楼区,杭州余杭区,吴娜,EMP_047,周静贸易公司,顺丰速运,化工品,零担,2039kg,0.91m³,3274元,740元,2025-03-02 20:51,2026-04-24 08:54,2025-03-02 20:51,2025-05-23 07:58,已签收,赵娜,255km,余杭网点,余杭网点,运费异常,中
WLYD7490173,上海鼓楼区,北京浦东新区,周娜,EMP_017,王娜贸易公司,顺丰速运,服装,零担,4303kg,5.68m³,143元,3732元,2025-06-26 22:48,2025-02-20 05:27,2025-06-26 22:48,2025-07-23 11:51,已签收,陈磊,425km,余杭网点,天河网点,路线异常,高
WLYD5349856,广州鼓楼区,杭州余杭区,王秀英,EMP_087,王秀英贸易公司,顺丰速运,食品,零担,3584kg,9.13m³,4746元,1919元,2026-07-19 08:25,2025-08-04 01:53,2026-07-19 08:25,2026-11-01 22:29,已退回,李敏,1652km,天河网点,余杭网点,重量异常,低
WLYD9338076,广州浦东新区,北京余杭区,陈秀英,EMP_075,王强贸易公司,顺丰速运,电子产品,整车,4019kg,9.22m³,1646元,453元,2025-05-05 21:20,2026-02-10 17:56,2025-05-05 21:20,2025-08-25 03:02,已退回,周秀英,95km,天河网点,南山网点,超时派送,低
WLYD4105858,杭州南山区,北京南山区,赵静,EMP_089,李丽贸易公司,顺丰速运,服装,整车,3722kg,9.60m³,3026元,3271元,2025-01-17 03:21,2025-07-10 16:36,2025-01-17 03:21,2025-02-23 13:50,已签收,赵静,1732km,鼓楼网点,南山网点,未及时签收,低
WLYD7273992,杭州朝阳区,上海浦东新区,赵秀英,EMP_071,张娜贸易公司,顺丰速运,电子产品,整车,191kg,7.74m³,4463元,1286元,2025-08-17 20:02,2026-09-28 06:45,2025-08-17 20:02,2025-02-19 05:00,派送中,李秀英,1981km,天河网点,天河网点,超时派送,低
WLYD1163332,南京南山区,深圳朝阳区,黄洋,EMP_092,李丽贸易公司,顺丰速运,电子产品,整车,93kg,2.31m³,1829元,4287元,2025-11-23 11:35,2026-10-09 14:49,2025-11-23 11:35,2026-05-11 17:03,派送中,王洋,1502km,朝阳网点,浦东网点,虚假签收,中
WLYD3686740,深圳浦东新区,北京南山区,周娜,EMP_011,黄芳贸易公司,顺丰速运,服装,零担,2869kg,7.15m³,2737元,4581元,2026-01-09 10:33,2026-05-28 05:18,2026-01-09 10:33,2026-02-12 08:27,派送中,陈敏,1185km,南山网点,浦东网点,货物损坏,高
WLYD1228781,深圳朝阳区,南京余杭区,张芳,EMP_013,李芳贸易公司,顺丰速运,化工品,合同物流,1824kg,2.78m³,3131元,3454元,2026-08-24 03:47,2025-11-11 12:33,2026-08-24 03:47,2026-03-20 21:51,已退回,陈丽,1614km,余杭网点,天河网点,货物损坏,高
WLYD8296392,北京天河区,深圳浦东新区,吴静,EMP_050,黄伟贸易公司,顺丰速运,电子产品,零担,560kg,6.71m³,3856元,478元,2025-02-16 04:21,2025-08-17 00:45,2025-02-16 04:21,2025-02-13 12:20,已签收,杨强,1829km,余杭网点,浦东网点,路线异常,中
WLYD7572338,广州鼓楼区,上海余杭区,黄洋,EMP_013,黄娜贸易公司,顺丰速运,建材,合同物流,1752kg,8.69m³,3353元,4529元,2026-02-14 01:18,2025-10-21 23:29,2026-02-14 01:18,2026-10-08 17:33,派送中,刘芳,1705km,鼓楼网点,浦东网点,未及时签收,低
WLYD4625334,广州浦东新区,杭州余杭区,赵丽,EMP_048,陈静贸易公司,顺丰速运,电子产品,合同物流,4160kg,3.77m³,500元,4331元,2026-09-13 18:34,2026-03-18 00:23,2026-09-13 18:34,2026-09-15 08:38,派送中,杨强,718km,天河网点,天河网点,重量异常,低
WLYD4569773,广州余杭区,上海浦东新区,周娜,EMP_047,周敏贸易公司,顺丰速运,化工品,零担,38kg,7.64m³,2196元,2083元,2026-10-22 19:38,2025-01-28 06:03,2026-10-22 19:38,2026-02-15 08:09,派送中,杨敏,1110km,浦东网点,南山网点,重量异常,中
WLYD2855908,杭州朝阳区,上海南山区,杨磊,EMP_075,赵强贸易公司,顺丰速运,食品,零担,442kg,5.44m³,2272元,4454元,2026-06-17 06:02,2025-10-12 15:28,2026-06-17 06:02,2025-11-08 04:19,派送中,杨芳,204km,余杭网点,南山网点,运费异常,高
WLYD3384568,深圳鼓楼区,深圳鼓楼区,杨芳,EMP_036,黄洋贸易公司,顺丰速运,电子产品,合同物流,4221kg,2.57m³,3219元,2211元,2026-01-23 09:59,2026-10-15 15:12,2026-01-23 09:59,2026-04-03 16:40,已退回,赵伟,467km,天河网点,鼓楼网点,路线异常,低
WLYD9775762,北京余杭区,上海余杭区,张静,EMP_084,张强贸易公司,顺丰速运,电子产品,合同物流,1179kg,2.38m³,4740元,2414元,2025-09-15 15:58,2026-08-27 05:14,2025-09-15 15:58,2026-06-06 21:50,已退回,王静,124km,朝阳网点,鼓楼网点,未及时签收,低
WLYD8355079,深圳余杭区,北京朝阳区,张伟,EMP_064,王强贸易公司,顺丰速运,建材,零担,1582kg,6.15m³,3410元,3035元,2025-02-10 00:02,2025-07-26 05:15,2025-02-10 00:02,2025-02-05 16:59,已签收,杨静,1698km,朝阳网点,鼓楼网点,货物损坏,中
WLYD9816047,深圳浦东新区,杭州浦东新区,王敏,EMP_098,李秀英贸易公司,顺丰速运,建材,合同物流,3658kg,7.27m³,1941元,336元,2026-07-04 00:59,2026-11-04 13:41,2026-07-04 00:59,2025-06-02 18:05,已签收,黄强,1183km,浦东网点,南山网点,重量异常,高
WLYD2349981,广州余杭区,杭州南山区,吴芳,EMP_061,张娜贸易公司,顺丰速运,电子产品,零担,561kg,0.86m³,3269元,975元,2025-05-26 01:07,2025-08-19 15:16,2025-05-26 01:07,2026-02-14 21:41,派送中,张敏,849km,浦东网点,南山网点,路线异常,中
WLYD1112435,杭州鼓楼区,广州浦东新区,刘娜,EMP_084,李洋贸易公司,顺丰速运,化工品,零担,450kg,9.87m³,3032元,4344元,2026-09-04 06:19,2026-12-23 00:28,2026-09-04 06:19,2026-06-06 00:57,派送中,吴静,1929km,浦东网点,南山网点,路线异常,高
WLYD7113722,深圳南山区,上海南山区,周娜,EMP_095,张磊贸易公司,顺丰速运,建材,整车,4831kg,9.53m³,1024元,4042元,2025-07-26 09:18,2026-07-12 16:25,2025-07-26 09:18,2025-01-10 18:18,派送中,刘娜,831km,鼓楼网点,天河网点,未及时签收,高
WLYD2189669,深圳余杭区,深圳南山区,杨敏,EMP_029,黄敏贸易公司,顺丰速运,食品,零担,3335kg,5.71m³,940元,2740元,2026-09-15 23:27,2025-04-02 08:46,2026-09-15 23:27,2026-08-18 04:11,已退回,吴娜,1271km,南山网点,鼓楼网点,运费异常,高
WLYD1595119,南京天河区,广州天河区,周磊,EMP_067,陈伟贸易公司,顺丰速运,电子产品,整车,3576kg,1.40m³,2245元,582元,2026-11-14 05:09,2026-01-07 04:52,2026-11-14 05:09,2025-10-12 23:48,已签收,周磊,1197km,天河网点,南山网点,超时派送,低
WLYD1486638,广州浦东新区,深圳南山区,杨丽,EMP_087,王磊贸易公司,顺丰速运,服装,零担,2829kg,5.15m³,4164元,1001元,2026-05-09 06:08,2026-10-03 22:23,2026-05-09 06:08,2025-05-16 02:31,已签收,张娜,984km,鼓楼网点,朝阳网点,超时派送,低
WLYD2155736,深圳浦东新区,深圳南山区,杨静,EMP_098,黄娜贸易公司,顺丰速运,电子产品,零担,638kg,9.00m³,3472元,3865元,2026-03-02 14:53,2026-11-16 16:01,2026-03-02 14:53,2026-02-20 08:57,已退回,李芳,460km,南山网点,天河网点,未及时签收,高
WLYD2558872,上海余杭区,北京鼓楼区,张芳,EMP_083,周娜贸易公司,顺丰速运,建材,整车,2000kg,8.69m³,2580元,1681元,2026-12-01 19:47,2026-12-03 12:05,2026-12-01 19:47,2025-08-17 20:12,派送中,杨磊,98km,鼓楼网点,鼓楼网点,包装破损,低
WLYD1882067,广州鼓楼区,北京南山区,周强,EMP_087,杨磊贸易公司,顺丰速运,食品,整车,4428kg,3.86m³,1975元,2209元,2026-07-06 23:47,2025-11-07 02:08,2026-07-06 23:47,2025-12-24 12:42,已签收,杨磊,321km,余杭网点,余杭网点,包装破损,低
WLYD1357437,深圳朝阳区,南京鼓楼区,周秀英,EMP_008,王洋贸易公司,顺丰速运,服装,零担,3974kg,7.07m³,425元,4296元,2025-08-22 11:03,2026-07-17 01:42,2025-08-22 11:03,2025-10-27 16:10,已签收,刘娜,770km,南山网点,浦东网点,运费异常,低
WLYD3941227,上海浦东新区,深圳朝阳区,李伟,EMP_022,刘伟贸易公司,顺丰速运,建材,合同物流,3579kg,0.79m³,2965元,4543元,2025-06-17 10:43,2026-04-05 10:06,2025-06-17 10:43,2026-09-20 19:38,已退回,李丽,999km,浦东网点,朝阳网点,路线异常,高
